timestamp,x,y,z
0,2.58,-9.41,-0.34
10,2.82,-9.28,-0.06
20,2.59,-9.14,-0.38
30,3.16,-9.32,-0.38
40,3.31,-9.58,-0.34
50,3.39,-9.79,-0.74
60,3.38,-9.92,-0.69
70,3.07,-9.94,-0.76
80,3.01,-9.91,-0.64
90,3.29,-10.02,-0.41
100,3.45,-10.14,-0.36
110,3.54,-10.2,-0.16
120,3.44,-10.15,-0.07
130,3.19,-10.01,-0.12
140,3.05,-9.84,-0.08
150,2.99,-9.69,-0.15
160,2.87,-9.57,-0.1
170,2.81,-9.48,-0.14
180,2.79,-9.35,-0.09
190,2.79,-9.24,-0.07
200,2.72,-9.14,-0.11
210,2.93,-8.99,-0.01
220,2.89,-8.95,-0.04
230,2.9,-8.97,-0.1
240,3.01,-9.01,0.01
250,3.04,-8.99,-0.04
260,3.0,-8.97,-0.12
270,2.96,-8.92,-0.2
280,2.91,-9.01,-0.33
290,2.93,-9.06,-0.43
300,2.85,-8.99,-0.6
310,2.65,-8.95,-0.64
320,2.41,-8.73,-0.57
330,2.22,-8.51,-0.51
340,2.27,-8.3,-0.46
350,2.52,-8.15,-0.29
360,2.77,-8.07,-0.35
370,3.21,-8.1,-0.46
380,3.62,-8.04,-0.95
390,3.85,-8.02,-0.98
400,4.44,-8.31,-1.26
410,5.18,-8.57,-1.36
420,5.82,-8.61,-1.27
430,5.73,-8.68,-1.11
440,5.64,-8.77,-1.08
450,5.65,-8.71,-1.05
460,5.64,-8.44,-0.94
470,5.71,-8.16,-0.82
480,5.75,-7.94,-0.86
490,5.91,-7.89,-0.91
500,6.1,-7.94,-0.96
510,6.33,-8.01,-0.97
520,6.55,-7.99,-1.06
530,6.67,-7.92,-1.07
540,6.79,-7.78,-1.1
550,6.87,-7.59,-1.21
560,7.03,-7.38,-1.28
570,7.17,-7.06,-1.29
580,7.33,-6.73,-1.38
590,7.42,-6.37,-1.52
600,7.58,-6.04,-1.55
610,7.74,-5.68,-1.55
620,7.85,-5.2,-1.64
630,8.0,-4.71,-1.44
640,8.43,-4.24,-1.47
650,8.7,-3.56,-1.47
660,8.65,-2.61,-1.84
670,8.52,-1.82,-2.17
680,9.03,-1.48,-2.28
690,9.36,-1.16,-1.95
700,9.27,-0.28,-1.23
710,9.0,0.7,-0.76
720,8.53,1.58,-0.7
730,8.66,2.16,-0.94
740,9.06,2.73,-0.85
750,9.33,3.31,-0.35
760,9.83,3.93,0.11
770,10.49,4.55,0.06
780,11.37,4.91,-0.58
790,12.47,5.04,-1.3
800,13.63,5.13,-1.76
810,14.51,5.43,-1.93
820,14.78,5.55,-2.27
830,14.47,5.36,-2.51
840,13.56,5.35,-2.79
850,12.2,5.75,-2.84
860,11.12,6.01,-2.98
870,10.26,5.85,-3.12
880,9.58,5.63,-2.91
890,9.03,5.66,-2.56
900,8.78,5.62,-2.24
910,8.85,5.51,-2.14
920,9.06,5.41,-1.9
930,9.3,5.29,-1.54
940,9.6,5.29,-1.17
950,9.89,5.24,-0.78
960,10.13,5.13,-0.67
970,10.31,4.97,-0.68
980,10.34,4.84,-0.72
990,10.33,4.75,-0.9
1000,10.31,4.67,-0.98
