timestamp,x,y,z
0,2.36,-9.41,-0.12
10,2.68,-9.82,-0.26
20,2.65,-10.11,-0.35
30,2.55,-10.12,-0.6
40,2.39,-9.94,-0.72
50,2.27,-9.96,-0.57
60,2.32,-9.91,-0.45
70,2.48,-9.89,-0.29
80,2.56,-9.89,-0.27
90,2.44,-9.92,-0.33
100,2.32,-9.94,-0.38
110,2.31,-9.95,-0.49
120,2.34,-9.96,-0.45
130,2.44,-9.95,-0.45
140,2.53,-9.97,-0.21
150,2.57,-9.88,-0.19
160,2.63,-9.87,-0.19
170,2.65,-9.87,-0.17
180,2.61,-9.83,-0.18
190,2.58,-9.75,-0.27
200,2.48,-9.64,-0.13
210,2.43,-9.52,-0.13
220,2.39,-9.58,-0.18
230,2.36,-9.69,-0.17
240,2.47,-9.78,-0.26
250,2.47,-9.81,-0.33
260,2.45,-9.75,-0.37
270,2.41,-9.67,-0.42
280,2.33,-9.63,-0.43
290,2.25,-9.65,-0.41
300,2.21,-9.65,-0.4
310,2.19,-9.63,-0.39
320,2.26,-9.66,-0.44
330,2.22,-9.71,-0.47
340,2.26,-9.76,-0.48
350,2.35,-9.84,-0.49
360,2.47,-9.9,-0.52
370,2.52,-9.95,-0.51
380,2.48,-10.0,-0.5
390,2.43,-9.99,-0.47
400,2.39,-9.98,-0.47
410,2.36,-9.96,-0.45
420,2.27,-9.94,-0.45
430,2.28,-9.98,-0.41
440,2.26,-9.98,-0.4
450,2.28,-9.94,-0.41
460,2.32,-9.93,-0.39
470,2.23,-9.82,-0.44
480,2.15,-9.77,-0.53
490,1.98,-9.7,-0.57
500,1.91,-9.66,-0.62
510,1.86,-9.59,-0.58
520,1.84,-9.48,-0.62
530,1.89,-9.44,-0.51
540,2.03,-9.36,-0.44
550,2.08,-9.25,-0.31
560,2.21,-9.08,-0.27
570,2.29,-9.0,-0.14
580,2.43,-8.85,-0.05
590,2.37,-8.65,0.07
600,2.34,-8.55,0.18
610,2.43,-8.52,0.29
620,2.62,-8.53,0.23
630,2.5,-8.51,0.12
640,2.59,-8.53,0.02
650,2.73,-8.55,-0.03
660,2.54,-8.46,-0.06
670,2.68,-8.33,-0.01
680,2.81,-8.24,0.14
690,3.12,-8.12,0.25
700,3.09,-8.19,0.14
710,3.47,-8.41,0.14
720,3.78,-8.57,0.12
730,3.89,-8.61,0.15
740,4.06,-8.55,0.25
750,4.05,-8.35,0.14
760,4.02,-8.11,0.1
770,4.13,-7.94,0.03
780,4.41,-7.79,-0.11
790,4.7,-7.65,-0.27
800,4.82,-7.44,-0.49
810,4.68,-7.18,-0.67
820,4.6,-6.85,-0.82
830,4.55,-6.46,-1.05
840,4.6,-6.14,-1.19
850,4.72,-5.97,-1.36
860,4.91,-5.78,-1.44
870,4.92,-5.41,-1.5
880,5.06,-4.96,-1.59
890,5.37,-4.55,-1.56
900,5.82,-4.26,-1.53
910,6.48,-4.17,-1.55
920,7.08,-4.09,-1.56
930,7.82,-3.84,-1.75
940,8.73,-3.58,-1.99
950,9.84,-3.31,-2.08
960,10.94,-3.19,-2.06
970,11.76,-2.97,-1.9
980,12.4,-2.57,-1.68
990,13.35,-2.31,-1.5
1000,14.55,-2.02,-1.57
