timestamp,x,y,z
0,3.53,-8.99,-0.23
10,3.28,-8.77,-0.4
20,3.19,-8.99,-0.61
30,3.99,-9.26,-0.62
40,4.32,-9.53,-0.6
50,4.58,-9.64,-0.68
60,4.53,-9.73,-0.63
70,4.34,-9.83,-0.66
80,4.29,-9.9,-0.56
90,4.24,-9.83,-0.64
100,4.21,-9.72,-0.75
110,4.21,-9.73,-0.7
120,4.21,-9.73,-0.67
130,4.39,-9.79,-0.54
140,4.57,-9.8,-0.51
150,4.61,-9.73,-0.45
160,4.63,-9.62,-0.4
170,4.55,-9.39,-0.32
180,4.42,-9.25,-0.17
190,4.14,-9.16,-0.18
200,4.0,-9.1,-0.19
210,4.0,-9.04,-0.17
220,4.11,-9.03,-0.14
230,4.24,-9.0,-0.16
240,4.24,-9.0,-0.2
250,4.31,-8.96,-0.27
260,4.22,-8.95,-0.37
270,4.2,-8.99,-0.36
280,4.04,-8.99,-0.43
290,3.89,-8.95,-0.39
300,3.89,-8.91,-0.39
310,3.93,-8.87,-0.39
320,4.04,-8.81,-0.41
330,4.16,-8.79,-0.44
340,4.23,-8.8,-0.42
350,4.32,-8.83,-0.43
360,4.42,-8.9,-0.51
370,4.44,-8.99,-0.48
380,4.33,-9.01,-0.48
390,4.33,-8.99,-0.44
400,4.33,-8.9,-0.43
410,4.27,-8.8,-0.45
420,4.2,-8.68,-0.41
430,4.29,-8.52,-0.34
440,4.41,-8.38,-0.26
450,4.56,-8.24,-0.24
460,4.73,-8.1,-0.23
470,4.79,-8.03,-0.27
480,4.9,-8.03,-0.28
490,4.98,-7.99,-0.27
500,5.13,-7.88,-0.34
510,5.21,-7.78,-0.42
520,5.23,-7.74,-0.42
530,5.41,-7.7,-0.44
540,5.59,-7.58,-0.36
550,5.78,-7.41,-0.33
560,5.96,-7.21,-0.32
570,6.11,-7.04,-0.25
580,6.3,-6.97,-0.2
590,6.51,-6.95,-0.15
600,6.7,-6.88,-0.17
610,6.93,-6.86,-0.28
620,7.25,-6.78,-0.43
630,7.56,-6.69,-0.52
640,7.89,-6.61,-0.53
650,8.14,-6.52,-0.46
660,8.37,-6.41,-0.51
670,8.53,-6.37,-0.46
680,8.73,-6.32,-0.47
690,8.88,-6.16,-0.47
700,9.09,-5.98,-0.4
710,9.37,-5.65,-0.46
720,9.34,-5.13,-0.51
730,9.32,-4.52,-0.51
740,9.28,-3.89,-0.64
750,9.28,-3.36,-0.89
760,9.23,-2.87,-0.98
770,9.17,-2.18,-1.07
780,9.21,-1.26,-1.12
790,9.45,-0.41,-1.13
800,9.2,0.37,-0.91
810,8.71,1.2,-0.72
820,8.37,2.22,-0.57
830,8.36,3.28,-0.58
840,8.66,4.09,-0.72
850,8.76,4.58,-0.82
860,8.61,4.89,-0.89
870,8.44,5.07,-0.89
880,8.47,4.97,-0.97
890,8.83,5.03,-1.1
900,9.73,5.27,-1.38
910,10.9,5.68,-1.73
920,12.12,5.82,-1.77
930,13.0,5.78,-1.57
940,13.39,5.68,-1.18
950,13.15,5.44,-0.95
960,12.68,5.33,-1.05
970,12.08,5.4,-1.45
980,11.78,5.41,-1.71
990,11.49,5.29,-1.71
1000,10.44,5.78,-1.35
