timestamp,x,y,z
0,4.14,-8.57,-0.39
10,4.1,-8.58,-0.3
20,3.67,-8.51,-0.49
30,3.58,-8.48,-0.73
40,3.89,-8.65,-0.95
50,4.34,-8.92,-1.28
60,4.45,-9.14,-1.39
70,4.39,-9.2,-1.43
80,4.53,-9.33,-1.34
90,4.97,-9.64,-1.14
100,5.33,-9.69,-0.95
110,5.64,-9.79,-0.74
120,5.72,-9.89,-0.67
130,5.67,-9.92,-0.6
140,5.42,-9.9,-0.56
150,5.16,-9.84,-0.64
160,5.05,-9.8,-0.74
170,5.04,-9.83,-0.68
180,4.92,-9.75,-0.64
190,4.76,-9.56,-0.57
200,4.71,-9.3,-0.45
210,4.81,-9.1,-0.25
220,4.82,-8.92,-0.15
230,4.97,-8.73,-0.1
240,4.9,-8.77,-0.15
250,4.79,-8.78,-0.38
260,4.69,-8.92,-0.68
270,4.48,-9.0,-0.98
280,4.17,-8.92,-1.13
290,3.9,-8.86,-1.16
300,3.75,-8.74,-1.18
310,3.76,-8.7,-1.11
320,3.79,-8.69,-1.12
330,3.88,-8.72,-1.12
340,3.97,-8.83,-1.08
350,3.91,-8.9,-1.01
360,3.9,-8.92,-1.0
370,4.03,-9.01,-1.03
380,4.18,-9.06,-1.03
390,4.24,-9.03,-0.91
400,4.35,-8.96,-0.84
410,4.37,-8.86,-0.68
420,4.36,-8.69,-0.58
430,4.24,-8.51,-0.43
440,4.02,-8.27,-0.4
450,3.91,-8.06,-0.23
460,4.04,-7.84,-0.06
470,4.56,-7.53,0.02
480,5.25,-7.41,-0.08
490,5.41,-7.35,-0.18
500,5.78,-7.0,0.05
510,5.24,-6.17,-0.05
520,2.34,-5.67,-0.82
530,1.03,-5.12,-1.37
540,0.86,-5.04,-1.69
550,1.03,-5.19,-1.93
560,2.41,-5.28,-1.64
570,3.78,-5.14,-1.62
580,4.75,-4.97,-0.54
590,7.33,-6.35,-0.67
600,8.4,-6.83,-1.15
610,9.48,-7.16,-1.14
620,9.86,-6.92,-0.85
630,10.39,-7.27,0.12
640,10.55,-7.77,0.62
650,11.29,-8.36,-0.21
660,11.85,-8.6,-0.35
670,11.96,-8.71,-0.06
680,12.02,-8.63,0.06
690,11.63,-8.48,-0.01
700,11.14,-8.22,-0.15
710,10.57,-8.07,0.02
720,10.11,-7.77,0.12
730,9.59,-7.28,0.01
740,9.17,-6.64,-0.22
750,8.83,-5.93,-0.44
760,8.54,-5.13,-0.83
770,7.99,-3.89,-0.8
780,7.38,-2.19,-0.64
790,7.13,-0.82,-0.25
800,6.69,0.35,0.19
810,6.58,1.18,0.09
820,6.45,2.16,-0.28
830,6.28,3.47,-0.55
840,6.27,4.7,-0.7
850,7.04,5.48,-0.43
860,8.17,6.02,-0.2
870,8.6,6.7,-0.11
880,8.57,6.98,-0.41
890,9.25,7.3,-0.56
900,9.38,7.63,-0.87
910,10.06,7.65,-1.04
920,11.22,7.53,-1.43
930,11.56,7.36,-1.38
940,11.5,7.21,-0.9
950,11.1,7.15,-0.44
960,11.15,7.02,-0.48
970,11.14,6.89,-0.79
980,10.83,6.95,-0.89
990,10.37,7.06,-0.77
1000,9.62,6.97,-0.72
