timestamp,x,y,z
0,1.34,-2.37,-9.92
10,1.58,-2.38,-10.16
20,1.89,-2.37,-10.4
30,1.97,-2.29,-10.43
40,1.76,-2.23,-10.49
50,1.6,-2.18,-10.45
60,1.32,-2.21,-10.13
70,1.38,-2.25,-9.9
80,1.38,-2.31,-9.88
90,1.34,-2.37,-9.98
100,1.23,-2.41,-10.11
110,1.3,-2.47,-10.31
120,1.33,-2.47,-10.36
130,1.35,-2.5,-10.35
140,1.66,-2.57,-10.32
150,2.14,-2.72,-10.41
160,2.37,-2.87,-10.5
170,2.35,-2.94,-10.6
180,2.22,-2.86,-10.7
190,1.96,-2.77,-10.61
200,1.97,-2.49,-10.57
210,1.48,-2.62,-10.12
220,1.34,-2.51,-9.69
230,1.15,-2.35,-9.68
240,1.08,-2.3,-9.81
250,1.14,-2.15,-9.84
260,1.11,-2.07,-9.76
270,1.17,-2.01,-9.84
280,1.3,-1.94,-9.96
290,1.28,-1.88,-10.07
300,1.18,-1.81,-10.1
310,1.08,-1.72,-10.06
320,1.08,-1.68,-10.12
330,1.2,-1.66,-10.28
340,1.34,-1.6,-10.45
350,1.4,-1.59,-10.56
360,1.52,-1.57,-10.68
370,1.5,-1.51,-10.65
380,1.55,-1.46,-10.61
390,1.67,-1.44,-10.6
400,1.78,-1.47,-10.61
410,1.84,-1.47,-10.62
420,1.83,-1.39,-10.57
430,1.94,-1.2,-10.61
440,2.06,-1.03,-10.63
450,2.14,-1.02,-10.36
460,2.3,-1.14,-10.25
470,2.8,-1.27,-10.4
480,3.24,-1.39,-10.68
490,3.56,-1.5,-10.7
500,3.73,-1.52,-10.56
510,3.67,-1.7,-10.47
520,3.53,-1.73,-10.28
530,3.36,-1.75,-10.12
540,3.29,-1.61,-9.95
550,3.05,-1.77,-10.1
560,3.01,-2.04,-10.13
570,2.8,-2.43,-10.11
580,2.73,-2.82,-10.33
590,3.0,-3.02,-10.28
600,3.25,-3.15,-10.06
610,3.18,-3.13,-9.87
620,2.97,-3.16,-9.96
630,2.74,-3.31,-10.02
640,2.48,-3.51,-10.01
650,2.07,-3.82,-10.04
660,2.0,-3.9,-10.48
670,1.79,-3.9,-10.84
680,1.33,-4.18,-10.66
690,1.24,-4.41,-10.7
700,1.12,-4.64,-10.42
710,1.21,-4.53,-10.21
720,1.27,-4.21,-9.59
730,1.56,-3.63,-9.33
740,2.02,-3.5,-9.31
750,1.89,-3.34,-9.44
760,2.17,-3.13,-9.12
770,2.14,-2.69,-8.81
780,2.61,-2.33,-8.97
790,3.03,-1.99,-9.24
800,3.94,-1.62,-9.54
810,3.49,-0.84,-9.01
820,3.72,-0.46,-8.71
830,3.28,-0.49,-8.8
840,2.87,-0.46,-9.24
850,2.89,-0.44,-9.07
860,2.78,-0.23,-9.16
870,3.23,-0.1,-9.64
880,3.01,0.16,-10.06
890,2.86,0.45,-10.55
900,2.38,0.56,-10.93
910,2.22,0.81,-10.75
920,2.41,0.79,-10.74
930,2.24,0.59,-10.82
940,2.09,0.46,-10.86
950,1.94,0.19,-10.33
960,2.1,0.0,-10.43
970,2.15,-0.09,-10.78
980,2.11,-0.07,-11.07
990,2.03,-0.08,-11.15
1000,2.08,-0.09,-11.05
