timestamp,x,y,z
0,-0.58,-0.68,-9.87
10,-0.34,-0.79,-9.64
20,-0.24,-0.72,-10.0
30,0.1,-0.68,-10.17
40,0.19,-0.55,-10.17
50,0.37,-0.28,-10.35
60,0.31,-0.01,-10.3
70,-0.01,0.25,-10.34
80,-0.32,0.47,-10.37
90,-0.43,0.58,-10.49
100,-0.2,0.62,-10.62
110,-0.2,0.66,-10.75
120,-0.14,0.7,-10.75
130,0.11,0.68,-10.72
140,0.52,0.7,-10.81
150,0.31,0.79,-10.67
160,0.89,0.96,-10.61
170,0.29,1.0,-10.94
180,0.16,0.93,-10.79
190,0.48,0.8,-10.66
200,0.65,0.54,-10.45
210,0.75,0.24,-10.35
220,0.49,0.22,-10.16
230,0.47,0.19,-9.85
240,0.36,0.23,-9.7
250,0.26,0.1,-9.83
260,0.35,-0.16,-9.72
270,0.54,-0.39,-9.77
280,0.82,-0.68,-10.07
290,1.6,-1.2,-10.54
300,2.76,-1.73,-11.08
310,3.44,-2.13,-11.07
320,3.88,-2.1,-10.74
330,3.93,-2.01,-10.66
340,4.11,-2.07,-11.1
350,4.28,-2.31,-11.37
360,4.03,-2.68,-11.46
370,5.31,-3.17,-11.52
380,4.74,-3.47,-12.16
390,4.62,-3.63,-11.99
400,4.06,-3.41,-11.01
410,3.14,-2.87,-10.03
420,2.34,-2.62,-10.19
430,1.77,-2.39,-10.4
440,1.53,-2.19,-10.41
450,1.35,-2.01,-10.42
460,1.47,-1.75,-10.47
470,1.65,-1.67,-10.39
480,1.83,-1.66,-10.2
490,2.2,-1.58,-9.77
500,2.5,-1.11,-9.31
510,2.75,-0.67,-9.65
520,2.38,-0.77,-10.57
530,2.72,-1.22,-10.76
540,2.74,-1.45,-10.4
550,2.55,-1.3,-10.17
560,2.79,-1.18,-10.16
570,2.67,-1.14,-10.0
580,2.87,-1.21,-9.66
590,3.24,-1.19,-9.85
600,3.65,-0.84,-9.94
610,3.46,-0.47,-10.61
620,3.29,-0.41,-10.57
630,3.64,-0.26,-10.28
640,3.94,-0.09,-10.07
650,4.08,0.15,-10.52
660,3.78,0.3,-10.68
670,3.38,0.48,-10.64
680,3.04,0.53,-10.62
690,2.52,0.7,-10.52
700,2.28,0.98,-10.29
710,2.38,1.22,-10.17
720,2.59,1.26,-9.94
730,2.78,1.21,-9.79
740,2.87,1.19,-9.73
750,2.8,1.13,-9.79
760,2.54,0.96,-9.67
770,2.21,0.82,-9.51
780,2.12,0.8,-9.51
790,2.39,0.83,-9.66
800,2.59,0.84,-9.68
810,2.83,0.92,-9.83
820,3.14,1.01,-10.01
830,3.42,0.94,-10.08
840,3.53,0.83,-10.3
850,3.62,0.73,-10.37
860,3.71,0.76,-10.45
870,3.83,0.85,-10.27
880,4.03,0.9,-10.15
890,4.12,0.87,-9.94
900,4.13,0.82,-9.79
910,4.12,0.75,-9.78
920,4.12,0.72,-9.88
930,4.02,0.7,-9.95
940,3.77,0.66,-10.05
950,3.68,0.57,-10.22
960,3.63,0.52,-10.22
970,3.71,0.45,-10.14
980,3.88,0.41,-10.05
990,3.9,0.39,-10.1
1000,3.95,0.42,-10.1
