timestamp,x,y,z
0,-0.77,-1.16,-10.1
10,-0.73,-1.32,-10.01
20,-0.69,-1.51,-10.07
30,-0.25,-1.68,-9.95
40,-0.05,-1.78,-10.02
50,0.17,-1.7,-10.23
60,-0.09,-1.51,-10.21
70,-0.78,-1.19,-10.16
80,-1.4,-0.82,-10.07
90,-1.21,-0.6,-10.01
100,-0.36,-0.55,-9.87
110,0.27,-0.43,-9.73
120,0.5,-0.27,-9.96
130,0.45,-0.07,-10.24
140,0.24,0.17,-10.46
150,0.12,0.35,-10.61
160,0.09,0.48,-10.81
170,0.2,0.52,-10.77
180,0.44,0.36,-10.81
190,0.69,0.22,-10.87
200,0.93,0.08,-10.76
210,1.1,0.02,-10.71
220,1.1,-0.05,-10.4
230,0.82,-0.22,-10.28
240,0.9,-0.33,-10.21
250,1.11,-0.5,-10.17
260,1.25,-0.7,-10.3
270,1.26,-0.83,-10.49
280,1.15,-0.94,-10.38
290,0.92,-1.02,-10.22
300,0.82,-1.04,-10.13
310,1.15,-1.06,-10.23
320,1.55,-1.18,-10.25
330,2.21,-1.38,-10.24
340,2.69,-1.62,-10.5
350,3.35,-1.71,-10.7
360,3.37,-1.76,-10.83
370,3.11,-1.81,-10.84
380,2.78,-1.78,-10.88
390,2.49,-1.76,-10.8
400,2.53,-1.86,-10.8
410,2.98,-2.16,-10.74
420,4.06,-2.43,-10.94
430,5.24,-2.56,-11.2
440,5.9,-2.69,-11.38
450,6.12,-2.64,-11.37
460,5.82,-2.63,-11.66
470,5.0,-2.73,-11.68
480,3.86,-2.92,-11.48
490,3.14,-3.15,-11.12
500,2.77,-3.26,-10.52
510,3.09,-3.39,-10.21
520,3.65,-3.25,-9.93
530,4.02,-2.73,-9.61
540,4.34,-2.18,-9.25
550,4.23,-1.85,-9.22
560,4.0,-1.95,-9.53
570,3.73,-2.35,-9.53
580,3.79,-2.62,-9.04
590,3.5,-2.7,-8.57
600,3.44,-2.47,-8.68
610,3.58,-1.92,-8.63
620,3.54,-1.0,-8.83
630,3.88,-0.51,-8.94
640,4.84,-0.59,-9.43
650,4.75,-0.59,-9.53
660,4.53,-0.5,-9.3
670,3.79,-0.28,-9.67
680,2.62,-0.13,-9.8
690,2.68,-0.15,-9.88
700,2.9,0.03,-10.14
710,3.82,0.24,-10.15
720,3.71,0.29,-10.15
730,4.0,0.24,-10.56
740,3.39,0.42,-11.1
750,3.65,0.38,-10.63
760,3.44,0.31,-10.52
770,3.52,0.4,-10.62
780,2.98,0.61,-10.75
790,2.76,0.71,-10.63
800,3.26,0.44,-10.31
810,3.45,0.05,-10.19
820,3.69,-0.1,-9.98
830,3.87,-0.18,-9.78
840,3.93,-0.23,-9.52
850,3.77,-0.14,-9.62
860,3.82,-0.01,-9.77
870,3.85,0.13,-9.9
880,4.19,0.31,-10.03
890,4.22,0.55,-10.23
900,4.09,0.75,-10.3
910,3.97,0.86,-10.21
920,4.0,0.89,-10.04
930,4.13,0.82,-9.79
940,4.29,0.74,-9.64
950,4.42,0.68,-9.65
960,4.48,0.65,-9.72
970,4.35,0.65,-9.77
980,4.18,0.59,-9.8
990,4.16,0.46,-9.95
1000,4.19,0.37,-10.11
