timestamp,x,y,z
0,1.08,0.03,-10.19
10,1.05,-0.04,-10.21
20,0.9,0.05,-10.23
30,1.01,0.14,-10.24
40,1.12,0.22,-10.15
50,1.26,0.11,-10.3
60,1.42,0.02,-10.29
70,1.47,-0.1,-10.34
80,1.3,-0.11,-10.12
90,1.13,-0.07,-10.05
100,0.89,0.04,-10.01
110,0.74,0.07,-10.01
120,0.71,0.16,-10.15
130,0.62,0.26,-10.37
140,0.51,0.32,-10.62
150,0.39,0.38,-10.7
160,0.53,0.4,-10.75
170,1.71,0.14,-11.15
180,3.32,-0.22,-11.64
190,4.07,-0.59,-11.9
200,3.95,-1.05,-12.2
210,3.45,-1.32,-12.51
220,2.6,-1.63,-12.5
230,1.29,-1.9,-12.11
240,0.16,-2.11,-11.67
250,0.03,-2.19,-11.42
260,0.09,-2.15,-11.03
270,-0.06,-1.82,-10.56
280,-0.33,-1.32,-10.21
290,-0.62,-0.77,-9.95
300,-0.65,-0.08,-9.97
310,-0.36,0.41,-9.79
320,0.12,0.81,-9.65
330,0.51,1.06,-9.32
340,0.59,1.27,-9.23
350,0.5,1.43,-9.26
360,0.4,1.58,-9.35
370,0.28,1.72,-9.49
380,0.28,1.78,-9.62
390,0.61,1.82,-9.92
400,1.0,1.79,-10.1
410,1.2,1.75,-10.26
420,1.35,1.65,-10.29
430,1.53,1.62,-10.25
440,1.74,1.64,-10.4
450,2.14,1.74,-10.63
460,2.39,1.73,-11.13
470,2.27,1.63,-11.34
480,2.23,1.58,-11.3
490,3.09,1.88,-11.14
500,2.94,1.7,-11.1
510,2.83,1.42,-10.71
520,2.81,1.13,-10.53
530,3.04,0.74,-10.69
540,3.38,0.44,-10.64
550,3.53,0.23,-10.43
560,3.48,0.02,-10.21
570,3.3,-0.1,-10.05
580,3.1,-0.15,-9.91
590,2.77,-0.07,-9.81
600,2.54,-0.04,-10.05
610,2.71,-0.01,-10.06
620,2.89,-0.04,-10.37
630,3.19,-0.2,-10.54
640,3.34,-0.23,-10.72
650,3.39,-0.3,-10.62
660,3.47,-0.4,-10.58
670,3.71,-0.4,-10.51
680,3.72,-0.24,-10.69
690,3.73,-0.17,-11.04
700,3.56,-0.15,-11.2
710,3.18,-0.25,-11.28
720,2.81,-0.47,-11.08
730,2.57,-0.81,-10.56
740,2.48,-1.15,-10.03
750,2.8,-1.44,-9.96
760,3.31,-1.52,-10.26
770,3.17,-1.4,-10.28
780,2.7,-1.3,-10.4
790,2.59,-1.36,-10.43
800,2.97,-1.36,-10.18
810,3.11,-1.38,-10.15
820,3.23,-1.57,-10.58
830,3.37,-1.72,-10.61
840,3.81,-1.82,-10.51
850,3.93,-1.8,-10.49
860,3.53,-1.6,-10.45
870,3.26,-1.02,-9.67
880,2.99,-0.61,-9.24
890,2.91,-1.11,-9.45
900,3.2,-1.81,-9.62
910,3.58,-2.22,-9.15
920,3.78,-2.17,-9.09
930,4.18,-1.99,-9.55
940,3.74,-1.58,-9.92
950,3.07,-1.13,-9.98
960,3.1,-0.78,-10.14
970,3.09,-0.61,-10.35
980,3.0,-0.5,-10.01
990,3.12,-0.51,-9.84
1000,2.82,-0.49,-9.78
