timestamp,x,y,z
0,-0.3,-2.8,-9.88
10,-0.37,-2.87,-9.72
20,-0.29,-2.75,-9.84
30,-0.21,-2.84,-9.88
40,-0.04,-2.91,-9.88
50,0.28,-2.91,-10.04
60,0.3,-2.98,-10.01
70,0.05,-2.93,-10.07
80,-0.36,-2.79,-10.03
90,-0.7,-2.6,-10.04
100,-0.85,-2.41,-10.09
110,-0.87,-2.32,-10.08
120,-0.75,-2.29,-10.15
130,-0.63,-2.28,-10.19
140,-0.26,-2.39,-10.28
150,0.21,-2.54,-10.39
160,0.42,-2.64,-10.46
170,0.42,-2.69,-10.52
180,0.31,-2.66,-10.65
190,0.3,-2.62,-10.74
200,0.4,-2.55,-10.82
210,0.35,-2.45,-10.6
220,0.04,-2.44,-10.39
230,-0.03,-2.42,-10.34
240,0.05,-2.47,-10.2
250,0.08,-2.43,-10.11
260,0.04,-2.37,-10.02
270,-0.01,-2.26,-9.95
280,-0.15,-2.15,-9.82
290,-0.43,-1.99,-9.81
300,-0.31,-1.74,-10.09
310,-0.38,-1.51,-10.25
320,-0.24,-1.28,-10.37
330,0.01,-1.02,-10.28
340,0.27,-0.74,-10.4
350,0.5,-0.55,-10.53
360,0.57,-0.33,-10.72
370,0.57,-0.21,-10.73
380,0.75,-0.08,-10.76
390,0.97,-0.01,-10.62
400,1.04,0.07,-10.11
410,1.88,0.28,-9.64
420,2.21,0.16,-9.43
430,2.46,-0.01,-9.24
440,2.68,-0.3,-9.15
450,2.81,-0.66,-9.18
460,2.99,-1.0,-9.44
470,3.08,-1.27,-9.84
480,2.94,-1.47,-10.21
490,2.69,-1.58,-10.52
500,2.69,-1.61,-10.51
510,2.89,-1.71,-10.69
520,3.51,-2.08,-10.94
530,4.09,-2.57,-11.14
540,4.26,-3.03,-11.25
550,4.29,-3.28,-11.37
560,4.12,-3.32,-11.51
570,3.8,-3.34,-11.46
580,3.44,-3.35,-11.42
590,3.46,-3.31,-11.37
600,3.49,-3.18,-11.67
610,3.39,-2.95,-11.52
620,4.0,-2.56,-11.48
630,3.97,-2.24,-11.48
640,3.54,-2.17,-11.42
650,3.67,-2.23,-11.2
660,3.99,-2.38,-11.07
670,4.32,-2.23,-11.0
680,4.41,-2.12,-10.86
690,4.41,-1.95,-10.64
700,4.54,-1.95,-10.43
710,4.47,-2.09,-10.18
720,4.34,-1.96,-10.01
730,4.03,-1.7,-9.89
740,3.91,-1.34,-9.6
750,3.68,-1.05,-9.68
760,3.65,-1.07,-9.6
770,3.65,-1.35,-9.45
780,3.64,-1.59,-9.44
790,3.73,-1.59,-9.24
800,3.61,-1.38,-8.7
810,3.46,-0.78,-8.26
820,3.51,-0.3,-8.72
830,3.77,-0.76,-9.33
840,3.85,-1.07,-9.74
850,3.67,-1.17,-9.48
860,3.31,-0.91,-9.34
870,3.62,-0.52,-9.68
880,3.81,0.07,-9.73
890,3.14,0.5,-9.76
900,3.38,0.69,-9.43
910,2.73,0.7,-9.7
920,3.36,0.37,-9.95
930,3.52,0.3,-10.3
940,3.39,0.51,-10.23
950,3.35,0.87,-10.39
960,3.31,1.19,-10.39
970,3.21,1.22,-10.23
980,2.98,1.02,-9.86
990,3.05,0.79,-9.63
1000,3.29,0.54,-9.5
