timestamp,x,y,z
0,2.94,-7.31,-6.36
10,3.23,-7.41,-6.29
20,3.86,-7.61,-6.12
30,4.46,-7.69,-5.77
40,5.09,-7.7,-5.42
50,5.04,-7.79,-5.33
60,4.75,-7.73,-5.57
70,4.32,-7.72,-5.89
80,3.91,-7.77,-6.15
90,3.72,-7.79,-6.25
100,3.83,-7.86,-6.17
110,4.02,-7.82,-6.2
120,4.13,-7.75,-6.27
130,4.33,-7.73,-6.18
140,4.52,-7.69,-6.12
150,4.46,-7.67,-6.12
160,4.26,-7.63,-6.22
170,4.16,-7.58,-6.26
180,4.08,-7.54,-6.27
190,4.03,-7.48,-6.25
200,4.11,-7.41,-6.15
210,4.12,-7.43,-6.04
220,4.11,-7.43,-6.08
230,4.05,-7.33,-6.11
240,3.88,-7.27,-6.11
250,3.84,-7.25,-6.09
260,3.73,-7.21,-6.16
270,3.74,-7.14,-6.19
280,3.72,-7.08,-6.16
290,3.68,-7.02,-6.16
300,3.72,-7.02,-6.2
310,3.8,-7.04,-6.23
320,3.86,-7.02,-6.27
330,3.87,-6.98,-6.31
340,3.85,-6.9,-6.35
350,3.84,-6.86,-6.38
360,3.76,-6.76,-6.4
370,3.63,-6.62,-6.51
380,3.46,-6.48,-6.59
390,3.27,-6.34,-6.72
400,3.19,-6.11,-6.88
410,3.24,-5.89,-6.96
420,3.39,-5.69,-7.03
430,3.63,-5.47,-7.21
440,4.13,-5.17,-7.63
450,4.79,-4.88,-8.19
460,5.42,-4.56,-8.76
470,5.82,-4.16,-9.2
480,6.15,-3.83,-9.46
490,6.43,-3.66,-9.36
500,6.89,-3.51,-9.1
510,7.02,-3.39,-8.76
520,7.34,-3.38,-8.19
530,7.1,-3.28,-7.71
540,7.1,-3.18,-7.27
550,7.11,-3.02,-7.0
560,7.16,-2.95,-6.77
570,7.39,-2.99,-6.49
580,7.58,-3.22,-6.27
590,8.07,-3.75,-5.91
600,8.1,-4.12,-5.6
610,8.61,-4.5,-5.16
620,9.27,-4.72,-5.23
630,9.75,-4.91,-5.58
640,10.03,-5.08,-5.69
650,10.19,-5.31,-5.6
660,10.79,-5.72,-5.36
670,10.37,-5.58,-6.17
680,10.46,-5.13,-6.47
690,10.06,-4.63,-6.18
700,10.41,-4.46,-5.88
710,10.84,-4.3,-6.68
720,11.66,-4.14,-6.58
730,11.73,-3.26,-7.0
740,10.42,-2.33,-7.69
750,8.94,-1.76,-8.35
760,8.82,-1.38,-8.1
770,9.34,-1.1,-7.99
780,9.67,-0.44,-8.66
790,9.19,0.59,-10.42
800,8.59,1.37,-11.38
810,7.86,1.64,-8.8
820,5.24,3.1,-8.63
830,4.63,4.03,-8.79
840,4.43,4.9,-8.08
850,3.97,5.58,-6.91
860,3.87,5.77,-7.3
870,4.49,5.58,-8.23
880,5.69,5.06,-8.74
890,6.53,4.76,-8.69
900,6.64,4.63,-8.14
910,4.65,5.1,-9.33
920,4.09,5.36,-8.53
930,3.36,5.65,-8.49
940,2.96,5.77,-7.71
950,2.97,6.05,-7.02
960,3.06,6.49,-6.38
970,3.35,6.9,-6.22
980,3.73,6.94,-6.0
990,4.44,6.7,-5.57
1000,5.3,6.19,-5.2
