timestamp,x,y,z
0,6.33,-3.18,-10.66
10,6.14,-2.68,-10.81
20,5.94,-2.51,-10.76
30,5.89,-2.79,-10.62
40,6.0,-2.94,-10.29
50,5.7,-2.87,-9.8
60,5.22,-2.81,-9.32
70,5.06,-2.99,-8.77
80,5.26,-3.45,-8.49
90,5.87,-4.25,-8.61
100,6.66,-5.01,-8.93
110,7.12,-5.64,-9.05
120,6.66,-6.06,-9.27
130,7.19,-6.39,-9.38
140,7.38,-6.79,-9.42
150,8.02,-6.99,-9.47
160,8.21,-6.9,-9.68
170,7.58,-6.37,-9.72
180,6.8,-5.78,-9.62
190,6.16,-5.4,-9.28
200,6.53,-5.21,-9.25
210,7.45,-4.58,-9.88
220,8.39,-3.81,-10.21
230,7.91,-2.91,-9.91
240,7.89,-2.15,-9.74
250,6.97,-1.51,-8.83
260,5.9,-1.05,-7.76
270,4.93,-0.34,-6.61
280,4.01,0.7,-6.2
290,4.47,2.15,-6.19
300,5.73,3.35,-6.54
310,6.32,3.88,-6.41
320,7.42,4.33,-6.76
330,7.0,4.63,-6.79
340,6.88,4.63,-7.27
350,6.89,4.86,-7.45
360,6.97,5.22,-7.44
370,7.78,5.21,-7.74
380,8.48,5.11,-7.73
390,8.83,4.98,-7.74
400,8.51,5.01,-7.3
410,8.12,4.94,-6.97
420,7.69,4.8,-6.57
430,7.25,4.59,-6.15
440,7.05,4.45,-5.68
450,6.79,4.51,-5.41
460,6.69,4.65,-5.41
470,6.53,4.77,-5.44
480,6.55,4.73,-5.56
490,6.68,4.6,-5.67
500,7.09,4.61,-5.78
510,7.56,4.84,-5.85
520,7.91,5.07,-6.0
530,8.2,5.18,-6.05
540,8.2,5.21,-6.01
550,8.04,5.11,-6.07
560,7.86,4.91,-6.28
570,7.78,4.66,-6.24
580,7.94,4.49,-6.18
590,8.2,4.36,-6.02
600,8.57,4.29,-5.97
610,8.69,4.27,-5.97
620,8.46,4.05,-6.18
630,7.97,3.75,-6.38
640,7.51,3.51,-6.55
650,7.71,3.33,-6.7
660,7.57,3.17,-7.1
670,7.62,2.94,-7.24
680,7.63,2.66,-7.35
690,7.68,2.21,-7.41
700,7.54,1.79,-7.59
710,7.39,1.48,-7.88
720,7.45,1.27,-8.26
730,7.45,0.79,-8.54
740,8.42,0.62,-8.98
750,7.83,0.3,-9.07
760,8.15,0.09,-9.13
770,7.52,-0.5,-8.99
780,7.37,-1.14,-9.07
790,7.45,-1.61,-9.17
800,7.34,-1.81,-9.15
810,7.38,-1.82,-9.01
820,7.15,-1.94,-8.77
830,6.93,-2.21,-8.54
840,6.79,-2.53,-8.3
850,6.33,-2.85,-8.4
860,6.1,-3.3,-8.32
870,6.55,-3.74,-8.37
880,6.78,-4.06,-8.62
890,6.95,-4.31,-8.65
900,6.68,-4.48,-8.79
910,6.2,-4.56,-8.69
920,5.79,-4.6,-8.42
930,5.51,-4.77,-8.16
940,5.4,-5.01,-8.05
950,5.26,-5.12,-8.01
960,5.11,-5.13,-7.97
970,5.09,-5.28,-7.94
980,5.0,-5.52,-7.89
990,4.9,-5.65,-7.73
1000,4.85,-5.74,-7.64
