timestamp,x,y,z
0,3.66,-6.55,-7.16
10,3.91,-6.75,-6.9
20,4.48,-6.91,-6.53
30,4.63,-7.06,-6.27
40,4.64,-7.02,-6.43
50,4.38,-6.86,-6.53
60,3.96,-6.71,-6.69
70,3.84,-6.52,-6.79
80,3.74,-6.41,-6.71
90,3.63,-6.26,-6.82
100,3.34,-6.1,-6.93
110,3.32,-5.96,-6.98
120,3.55,-5.91,-6.9
130,3.77,-5.84,-6.85
140,3.96,-5.77,-6.82
150,4.07,-5.63,-6.74
160,4.16,-5.56,-6.7
170,4.12,-5.33,-6.65
180,4.26,-5.16,-6.45
190,4.04,-4.88,-6.75
200,4.25,-4.5,-6.9
210,4.42,-4.31,-7.39
220,5.3,-4.06,-7.5
230,5.85,-3.81,-7.8
240,6.31,-3.53,-7.95
250,6.29,-3.19,-8.06
260,6.24,-2.85,-8.21
270,5.97,-2.69,-8.49
280,5.9,-2.66,-8.74
290,6.17,-2.73,-8.91
300,6.81,-2.83,-8.87
310,7.45,-2.87,-8.69
320,7.95,-2.87,-8.59
330,8.24,-2.82,-8.29
340,8.56,-2.75,-8.17
350,8.81,-2.84,-8.4
360,9.25,-3.13,-8.59
370,10.09,-3.45,-8.52
380,10.58,-3.51,-8.55
390,11.31,-3.7,-8.22
400,10.09,-3.42,-8.33
410,10.04,-2.93,-7.67
420,9.9,-2.52,-7.35
430,9.91,-2.28,-7.31
440,10.31,-2.28,-7.16
450,10.63,-2.4,-6.73
460,9.5,-2.42,-6.93
470,10.02,-2.23,-7.3
480,9.66,-2.13,-7.55
490,10.23,-1.99,-7.76
500,10.29,-1.76,-8.31
510,9.23,-1.67,-8.7
520,7.96,-1.42,-8.65
530,7.41,-0.82,-9.35
540,5.64,-0.19,-8.66
550,4.95,0.88,-7.67
560,5.13,1.62,-7.48
570,6.44,2.12,-7.8
580,6.75,2.23,-7.32
590,6.4,3.06,-8.01
600,5.64,3.71,-8.53
610,5.04,4.51,-9.16
620,4.37,5.43,-10.08
630,4.49,6.11,-9.95
640,4.51,6.45,-9.28
650,3.97,6.39,-8.56
660,3.42,6.23,-7.95
670,3.16,6.1,-7.05
680,3.13,6.18,-6.29
690,3.54,6.46,-5.69
700,3.46,6.82,-5.09
710,3.44,7.02,-4.68
720,3.96,6.92,-4.51
730,4.78,6.62,-4.49
740,5.56,6.14,-4.48
750,6.48,5.68,-4.78
760,7.04,5.42,-5.24
770,7.81,5.29,-5.5
780,8.33,5.13,-5.85
790,8.29,5.03,-6.33
800,7.67,4.83,-6.81
810,6.98,4.63,-7.29
820,6.46,4.56,-7.64
830,6.24,4.46,-7.74
840,6.22,4.33,-7.84
850,6.0,4.3,-7.88
860,5.91,4.29,-7.75
870,5.79,4.39,-7.43
880,5.49,4.58,-7.05
890,5.48,4.77,-6.75
900,5.5,4.95,-6.51
910,5.4,5.26,-6.32
920,5.65,5.39,-6.21
930,5.73,5.55,-6.2
940,5.9,5.51,-6.29
950,6.02,5.31,-6.26
960,6.19,5.23,-6.35
970,6.44,5.09,-6.42
980,6.58,5.12,-6.38
990,6.69,5.22,-6.32
1000,6.76,5.36,-6.31
