timestamp,x,y,z
0,0.15,-7.36,-5.75
10,0.77,-7.22,-5.55
20,0.87,-7.0,-5.39
30,0.57,-6.55,-5.63
40,0.38,-6.32,-5.98
50,0.81,-6.28,-6.27
60,1.35,-6.3,-6.66
70,2.29,-6.34,-6.78
80,2.86,-6.16,-6.97
90,3.53,-5.78,-7.48
100,3.71,-5.34,-7.87
110,3.73,-4.89,-8.23
120,3.53,-4.58,-8.31
130,3.2,-4.18,-8.25
140,3.14,-3.97,-8.03
150,2.94,-3.82,-7.72
160,3.0,-3.84,-7.46
170,3.56,-4.06,-7.21
180,4.65,-4.06,-7.22
190,5.93,-4.33,-7.09
200,3.57,-4.79,-7.19
210,5.02,-4.95,-7.12
220,4.97,-5.76,-7.13
230,5.82,-6.56,-7.54
240,6.51,-7.35,-7.94
250,6.9,-8.08,-8.14
260,7.09,-8.65,-8.27
270,6.97,-9.22,-8.44
280,6.79,-9.59,-8.68
290,7.13,-9.83,-8.96
300,7.7,-10.14,-9.12
310,8.71,-10.67,-9.26
320,9.28,-10.7,-9.74
330,9.31,-10.25,-10.39
340,9.38,-9.55,-10.79
350,9.28,-8.72,-10.72
360,8.61,-8.06,-10.8
370,8.15,-7.46,-9.69
380,7.52,-6.39,-9.64
390,6.19,-5.3,-7.48
400,5.79,-4.11,-6.39
410,5.47,-3.3,-5.39
420,5.31,-2.51,-4.74
430,4.57,-1.61,-3.71
440,5.41,-0.91,-3.31
450,5.89,-0.35,-3.06
460,5.92,0.42,-3.17
470,4.69,1.5,-3.51
480,4.12,2.42,-3.67
490,4.07,3.77,-4.27
500,4.69,5.17,-5.1
510,6.08,6.34,-6.35
520,7.31,7.1,-7.07
530,8.02,7.18,-7.93
540,8.52,6.87,-8.87
550,8.91,6.4,-9.8
560,9.57,6.09,-10.67
570,9.75,5.97,-10.77
580,9.44,5.92,-10.53
590,8.74,5.76,-9.8
600,8.02,5.44,-9.03
610,7.37,5.2,-8.15
620,6.89,4.9,-7.49
630,6.64,4.66,-6.58
640,6.35,4.58,-5.83
650,6.38,4.67,-4.87
660,6.53,4.86,-4.36
670,6.82,4.92,-4.34
680,7.07,4.91,-4.24
690,7.3,4.95,-4.3
700,7.37,4.86,-4.58
710,7.61,4.73,-5.03
720,7.89,4.61,-5.51
730,8.18,4.5,-6.01
740,8.46,4.49,-6.6
750,8.62,4.49,-6.96
760,8.73,4.4,-7.19
770,8.57,4.24,-7.24
780,8.36,3.97,-7.2
790,7.86,3.64,-7.13
800,7.51,3.39,-7.09
810,7.53,3.33,-7.21
820,7.58,3.34,-7.38
830,7.86,3.39,-7.49
840,8.24,3.44,-7.69
850,8.11,3.46,-8.04
860,7.58,3.39,-8.19
870,7.07,3.29,-8.28
880,6.93,3.21,-8.45
890,7.02,3.1,-8.65
900,7.07,2.85,-8.85
910,7.21,2.54,-8.87
920,7.18,2.32,-9.0
930,6.83,2.1,-9.13
940,6.47,1.9,-9.17
950,6.28,1.76,-9.16
960,6.27,1.69,-9.16
970,6.66,1.58,-9.32
980,7.02,1.47,-9.4
990,7.04,1.34,-9.38
1000,7.02,1.13,-9.31
