timestamp,x,y,z
0,0.84,-7.01,-7.35
10,1.07,-7.15,-7.26
20,1.43,-7.18,-7.07
30,1.64,-7.2,-7.04
40,1.64,-7.21,-7.08
50,1.55,-7.2,-7.22
60,1.31,-7.2,-7.35
70,0.98,-7.29,-7.46
80,0.85,-7.37,-7.53
90,1.03,-7.44,-7.43
100,1.24,-7.5,-7.28
110,1.35,-7.47,-7.23
120,1.33,-7.42,-7.3
130,1.3,-7.42,-7.34
140,1.24,-7.41,-7.41
150,1.22,-7.43,-7.4
160,1.23,-7.41,-7.39
170,1.25,-7.42,-7.39
180,1.33,-7.42,-7.39
190,1.34,-7.41,-7.43
200,1.24,-7.38,-7.24
210,1.08,-7.37,-7.2
220,1.12,-7.27,-7.24
230,1.12,-7.16,-7.17
240,1.04,-7.14,-7.17
250,0.94,-7.04,-7.29
260,0.98,-6.99,-7.26
270,1.02,-6.97,-7.23
280,1.04,-6.99,-7.19
290,1.08,-6.99,-7.14
300,1.06,-6.98,-7.16
310,1.13,-6.98,-7.19
320,1.12,-6.99,-7.25
330,1.04,-6.98,-7.29
340,1.03,-7.04,-7.28
350,0.98,-7.11,-7.28
360,0.99,-7.21,-7.2
370,1.23,-7.31,-7.22
380,1.46,-7.46,-7.3
390,1.54,-7.6,-7.39
400,1.55,-7.75,-7.43
410,1.48,-7.9,-7.59
420,1.37,-7.98,-7.68
430,1.3,-8.03,-7.73
440,1.27,-7.92,-7.74
450,1.36,-7.83,-7.77
460,1.34,-7.76,-7.68
470,1.08,-7.54,-7.65
480,0.81,-7.33,-7.64
490,0.66,-7.15,-7.58
500,0.54,-7.01,-7.39
510,0.46,-6.88,-7.25
520,0.59,-6.77,-7.13
530,0.88,-6.61,-6.92
540,1.08,-6.35,-6.78
550,1.29,-6.14,-6.69
560,1.51,-5.84,-6.61
570,1.66,-5.55,-6.77
580,1.84,-5.32,-6.89
590,1.98,-5.07,-7.02
600,2.13,-4.67,-7.22
610,2.32,-4.13,-7.49
620,2.5,-3.67,-7.72
630,2.74,-3.31,-7.82
640,3.23,-3.13,-7.89
650,3.73,-3.13,-7.95
660,4.36,-3.21,-8.13
670,4.98,-3.43,-8.6
680,5.44,-3.73,-9.07
690,6.0,-4.05,-9.31
700,6.47,-4.37,-9.44
710,6.56,-4.65,-9.61
720,6.62,-4.96,-9.73
730,6.92,-5.32,-9.67
740,7.62,-5.63,-9.71
750,8.37,-5.92,-10.06
760,8.81,-6.28,-10.35
770,9.2,-6.64,-10.35
780,9.09,-6.99,-10.35
790,8.81,-7.23,-10.52
800,8.93,-7.36,-10.41
810,9.3,-7.35,-10.14
820,9.66,-7.07,-9.66
830,9.39,-6.14,-9.3
840,8.83,-4.78,-8.99
850,7.87,-3.81,-8.66
860,6.61,-3.47,-8.14
870,5.47,-3.4,-7.47
880,5.68,-3.44,-6.45
890,5.98,-2.82,-5.93
900,5.09,-1.98,-6.14
910,4.46,-1.3,-6.56
920,3.86,-0.62,-7.07
930,0.26,1.32,-7.66
940,5.55,-0.48,-7.09
950,3.6,0.45,-7.3
960,4.24,1.19,-7.61
970,4.94,2.17,-8.01
980,5.15,3.24,-7.8
990,4.24,4.52,-8.05
1000,3.49,5.69,-8.28
